CODE	CIM.CMA	NIVEAU	DIAG	LISTE_RACINE	LIBELLE
N771	N77.1	2	982	-	VAGINITE, VULVITE AVEC MAL. INFECT. ET PARASIT. CL. AILL. 
N820	N82.0	2	741	-	FISTULE VESICO-VAGINALE
N821	N82.1	2	741	-	FISTULES DE L'APP. GEN-URIN. DE LA FEMME, NCA
N823	N82.3	2	59	-	FISTULE DU VAGIN AU COLON
N824	N82.4	2	59	-	FISTULES INTESTINO-GEN. CHEZ LA FEMME, NCA
N825	N82.5	2	741	-	FISTULE GENITO-CUTANEE CHEZ LA FEMME
N828	N82.8	2	741	-	FISTULES DE L'APP. GEN. DE LA FEMME, NCA 
N829	N82.9	2	59	-	FISTULE DE L'APP. GEN. DE LA FEMME, SAI 
N990	N99.0	2	558	-	INSUF. RENALE APRES UN ACTE 
N995	N99.5	2	976	-	MAUVAIS FCT. DE STOMIE DE L'APP. URIN.
O11	O11	2	624	-	PRÉÉCLAMPSIE SURAJOUTÉE À HTA CHRONIQUE
O140	O14.0	2	624	-	PREECLAMPSIE MODEREE
O141	O14.1	2	624	-	PREECLAMPSIE SEVERE
O142	O14.2	2	624	-	SYND. HELLP 
O149	O14.9	2	624	-	PREECLAMPSIE, SAI
O150	O15.0	2	624	-	ECLAMPSIE AU COURS DE LA GROSS.
O151	O15.1	2	624	-	ECLAMPSIE AU COURS DU TRAVAIL 
O152	O15.2	2	624	-	ECLAMPSIE AU COURS DE LA PUERP. 
O159	O15.9	2	624	-	ECLAMPSIE, SANS PRECISION QUANT A LA PERIODE
O25	O25	2	387	-	MALNUTRITION AU COURS DE LA GROSS.
O420	O42.0	2	394	-	R.P.M., AVEC DEBUT DU TRAVAIL DANS LES 24 HEURES 
O421	O42.1	2	394	-	R.P.M., AVEC DEBUT DU TRAVAIL AU-DELA DES 24 HEURES 
O422	O42.2	2	394	-	R.P.M., TRAVAIL RETARDE PAR TRAITEMENT
O429	O42.9	2	394	-	R.P.M., SAI 
O430	O43.0	2	683	-	SYND. DE TRANSFUSION PLACENTAIRE 
O431	O43.1	2	683	-	MALF. DU PLACENTA
O432	O43.2	2	683	-	PLACENTA ADHERENT PATHO.
O438	O43.8	2	683	-	ANOM. DU PLACENTA, NCA 
O439	O43.9	2	683	-	ANOM. DU PLACENTA, SAI
O440	O44.0	2	683	-	PLACENTA PRAEVIA PREC. SANS HEMORR.
O441	O44.1	2	827	-	PLACENTA PRAEVIA AVEC HEMORR.
O450	O45.0	2	683	-	DECOLLEMENT PREMATURE DU PLACENTA AVEC ANOM. DE LA 
O458	O45.8	2	683	-	DECOLLEMENTS PREMATURES DU PLACENTA, NCA
O459	O45.9	2	683	-	DECOLLEMENT PREMATURE DU PLACENTA, SAI 
O470	O47.0	2	51	-	FAUX TRAVAIL AVANT 37 SEMAINES ENTIERES DE GEST. [MAP]
O600	O60.0	2	403	-	TRAVAIL PREMATURE SANS ACCOUCH.
O880	O88.0	2	855	-	EMBOLIE GAZEUSE OBST.
O881	O88.1	2	855	-	EMBOLIE AMNIOTIQUE
O882	O88.2	2	855	-	EMBOLIE OBST. PAR CAILLOT SANGUIN OU SAI
O883	O88.3	2	855	-	EMBOLIE PYOHEMIQUE ET SEPTIQUE, OBST.
O888	O88.8	2	855	-	EMBOLIES OBST., NCA
P001	P00.1	2	117	-	N.N. AFF. PAR DES MAL. RENALES ET DES VOIES URIN. DE LA MERE
P002	P00.2	2	117	-	N.N. AFF. PAR DES MAL. INFECT. ET PARASIT. DE LA MERE 
P003	P00.3	2	117	-	N.N. AFF. PAR D'AUTRES MAL. CIRC. ET RESP. DE LA MERE 
P004	P00.4	2	117	-	N.N. AFF. PAR DES TBL. NUTR. DE LA MERE 
P005	P00.5	2	117	-	N.N. AFF. PAR UN TRAUMA. DE LA MERE 
P006	P00.6	2	117	-	N.N. AFF. PAR UNE ITV. CHIR. CHEZ LA MERE
P007	P00.7	2	117	-	N.N. AFF. PAR D'AUTRES ITV. MED. CHEZ LA MERE
P008	P00.8	2	117	-	N.N. AFF. PAR D'AUTRES AFF. MAT. 
P009	P00.9	2	117	-	N.N. AFF. PAR UNE AFF. MAT., SAI
P010	P01.0	2	117	-	N.N. AFF. PAR LA BEANCE DU COL 
P011	P01.1	2	117	-	N.N. AFF. PAR LA R.P.M.
P012	P01.2	2	117	-	N.N. AFF. PAR UN OLIGOAMNIOS 
P013	P01.3	2	117	-	N.N. AFF. PAR UN HYDRAMNIOS 
P014	P01.4	2	117	-	N.N. AFF. PAR UNE G.E.U.
P015	P01.5	2	117	-	N.N. AFF. PAR UNE GROSS. MULT.
P016	P01.6	2	117	-	N.N. AFF. PAR LA MORT DE LA MERE
P017	P01.7	2	117	-	N.N. AFF. PAR UNE PRESENTATION ANL. AVANT LE TRAVAIL 
P018	P01.8	2	117	-	N.N. AFF. PAR D'AUTRES COMPLIC. DE LA GROSS. CHEZ LA MERE
P019	P01.9	2	117	-	N.N. AFF. PAR UNE COMPLIC. DE LA GROSS. CHEZ LA MERE, SAI 
P020	P02.0	2	117	-	N.N. AFF. PAR PLACENTA PRAEVIA 
P021	P02.1	2	281	-	N.N. AFF. PAR D'AUTRES FORMES DE DECOLLEMENT ET D'HEMORR. 
P022	P02.2	2	281	-	N.N. AFF. PAR DES ANOM. MORPH. ET FCT. DU PLACENTA, NCA OU 
P023	P02.3	2	117	-	N.N. AFF. PAR DES SYND. DE TRANSFUSION PLACENTAIRE 
P024	P02.4	2	117	-	N.N. AFF. PAR UNE INSERTION VELAMENTEUSE DU CORDON 
P025	P02.5	2	117	-	N.N. AFF. PAR D'AUTRES FORMES DE COMPRESSION DU CORDON 
P026	P02.6	2	117	-	N.N. AFF. PAR DES AFF. DU CORDON OMBILICAL, NCA OU SAI 
P027	P02.7	2	117	-	N.N. AFF. PAR UNE CHORIO-AMNIOTITE 
P028	P02.8	2	117	-	N.N. AFF. PAR D'AUTRES ANOM. DES MEMBRANES
P029	P02.9	2	281	-	N.N. AFF. PAR UNE ANOM. DES MEMBRANES, SAI
P030	P03.0	2	276	-	N.N. AFF. PAR UN ACCOUCH. ET UNE EXTRACTION PAR LE SIEGE
P031	P03.1	2	276	-	N.N. AFF. PAR PRESENT. DISPROP. NCA AU COURS TRAVAIL, 
P032	P03.2	2	276	-	N.N. AFF. PAR UN ACCOUCH. PAR FORCEPS 
P033	P03.3	2	276	-	N.N. AFF. PAR UN ACCOUCH. PAR EXTRACTEUR PNEUMATIQUE 
P034	P03.4	2	276	-	N.N. AFF. PAR UN ACCOUCH. PAR CESARIENNE
P035	P03.5	2	276	-	N.N. AFF. PAR UN ACCOUCH. PRECIPITE
P036	P03.6	2	276	-	N.N. AFF. PAR DES CONTRACTIONS ANL. DE L'UTERUS
P038	P03.8	2	276	-	N.N. AFF. PAR D'AUTRES COMPLIC. PREC. DU TRAVAIL ET DE 
P039	P03.9	2	276	-	N.N. AFF. PAR UNE COMPLIC. DU TRAVAIL ET DE L'ACCOUCH., SAI
P040	P04.0	2	117	-	N.N. AFF. PAR ANEST., ANALG. MAT., AU COURS GROSS., TRAVAIL, 
P042	P04.2	2	117	-	N.N. AFF. PAR LE TABAGISME DE LA MERE
P043	P04.3	2	117	-	N.N. AFF. PAR L'ALCOOLISME DE LA MERE 
P044	P04.4	2	117	-	N.N. AFF. PAR TOXICOMANIE DE LA MERE
P045	P04.5	2	117	-	N.N. AFF. PAR UNE UTIL. PAR LA MERE DE SUBST. CHIM. NUTR. 
P046	P04.6	2	117	-	N.N. AFF. PAR L'EXPO. DE LA MERE A DES SUBST. CHIM. DE L'ENVIR.
P048	P04.8	2	117	-	N.N. AFF. PAR D'AUTRES EFFETS NOCIFS MAT.
P049	P04.9	2	117	-	N.N. AFF. PAR UN EFFET NOCIF MAT., SAI 
P050	P05.0	2	967	-	FAIBLE POIDS POUR L'AGE GEST.
P051	P05.1	2	967	-	PT. TAILLE POUR L'AGE GEST.
P052	P05.2	2	967	-	MALNUTRITION DU FOETUS, SANS MENTION DE LEGER OU PT. 
P059	P05.9	2	967	-	CROISSANCE LENTE DU FOETUS, SAI 
P070	P07.0	2	1034	-	POIDS EXTREMEMENT FAIBLE A LA NAISSANCE 
P072	P07.2	2	1034	-	IMMATURITE EXTREME
P100	P10.0	2	740	-	HEMORR. SOUS-DURALE DUE A UN TRAUMA. OBST.
P101	P10.1	2	740	-	HEMORR. CEREB. DUE A UN TRAUMA. OBST.
P102	P10.2	2	740	-	HEMORR. INTRAVENTRICULAIRE DUE A UN TRAUMA. OBST. 
P103	P10.3	2	740	-	HEMORR. /S-ARACHN. DUE A UN TRAUMA. OBST. 
P104	P10.4	2	740	-	DECHIRURE DE LA TENTE DU CERVELET DUE A UN TRAUMA. OBST. 
P108	P10.8	2	740	-	DECHIRURES ET HEMORR. INTRACRAN. NCA, DUES A UN TRAUMA. 
P109	P10.9	2	740	-	DECHIRURE ET HEMORR. INTRACRAN. SAI, DUES A UN TRAUMA. 
P150	P15.0	2	816	-	TRAUMA. OBST. DU FOIE 
P151	P15.1	2	816	-	TRAUMA. OBST. DE LA RATE
P152	P15.2	2	816	-	LES. STERNO-CLEIDO-MASTOIDIENNE DUE A UN TRAUMA. OBST.
P153	P15.3	2	695	-	LES. DE L'OEIL DUE A UN TRAUMA. OBST.
P154	P15.4	2	816	-	LES. FACIALE DUE A UN TRAUMA. OBST.
P155	P15.5	2	816	-	LES. DES ORG. GEN. EXT. DUE A UN TRAUMA. OBST.
P156	P15.6	2	816	-	ADIPONECROSE /S-CUT. DUE A UN TRAUMA. OBST. 
P240	P24.0	2	99	-	ASPIRATION NEONAT. DE MECONIUM 
P241	P24.1	2	99	-	ASPIRATION NEONAT. DE L.A. ET DE MUCUS
P242	P24.2	2	99	-	ASPIRATION NEONAT. DE SANG 
P243	P24.3	2	99	-	ASPIRATION NEONAT. DE LAIT ET D'ALIMENTS REGURGITES
P248	P24.8	2	99	-	SYND. NEONATALS D'ASPIRATION, NCA
P249	P24.9	2	99	-	SYND. NEONAT. D'ASPIRATION, SAI
P250	P25.0	2	91	-	EMPHYSEME INTERST. SURVENANT PENDANT LA PERIODE 
P251	P25.1	2	91	-	PNEUMOTHORAX SURVENANT PENDANT LA PERIODE PERINAT.
P252	P25.2	2	91	-	PNEUMOMEDIASTIN SURVENANT PENDANT LA PERIODE PERINAT. 
P253	P25.3	2	91	-	PNEUMOPERICARDE SURVENANT PENDANT LA PERIODE PERINAT. 
P258	P25.8	2	91	-	AFF. APPARENT. A EMPHYS. INTERST. SURVENANT EN PERIODE 
P260	P26.0	2	501	-	HEMORR. TRACHEOBRONCHIQUE SURVENANT PENDANT LA 
P261	P26.1	2	501	-	HEMORR. PULM. MASSIVE SURVENANT PENDANT LA PERIODE 
P268	P26.8	2	501	-	HEMORR. PULM. SURVENANT PENDANT LA PERIODE PERINAT., NCA
P269	P26.9	2	501	-	HEMORR. PULM. SAI SURVENANT PENDANT LA PERIODE PERINAT.
P280	P28.0	2	161	-	ATELECTASIE PRIMITIVE DU N.N. 
P281	P28.1	2	161	-	ATELECTASIES DU N.N., NCA OU SAI
P282	P28.2	2	503	-	CRISES DE CYANOSE DU N.N. 
P283	P28.3	2	629	-	APNEE DU SOMMEIL CHEZ LE N.N.
P284	P28.4	2	629	-	APNEES DU N.N., NCA
P285	P28.5	2	629	-	INSUF. RESP. DU N.N. 
P288	P28.8	2	629	-	AFF. RESP. PREC. CHEZ LE N.N., NCA
P3609	P36.09	2	822	-	INFECT. SAI DU N.N. A STREPTO, GROUPE B 
P3619	P36.19	2	822	-	INFECT. SAI DU N.N. A STREPTO., NCA OU SAI 
P3629	P36.29	2	822	-	INFECT. SAI DU N.N. A STAPHYLO. DORES
P3639	P36.39	2	822	-	INFECT. SAI DU N.N. A STAPHYLO., NCA OU SAI
P3649	P36.49	2	822	-	INFECT. SAI DU N.N. A ESCHERICHIA COLI
P3659	P36.59	2	822	-	INFECT. SAI DU N.N. DUE A DES ANAEROBIES 
P3689	P36.89	2	822	-	INFECT. SAI DU N.N. DUE A BACT. NCA
P53	P53	2	65	-	MAL. HEMORR. DU N.N. 
P540	P54.0	2	427	-	HEMATEMESE NEONAT.
P541	P54.1	2	427	-	MELAENA NEONAT.
P542	P54.2	2	126	-	HEMORR. RECTALE NEONAT.
P543	P54.3	2	427	-	HEMORR. GASTRO-INTEST. NEONAT., NCA 
P544	P54.4	2	456	-	HEMORR. SURRENALIENNE NEONAT.
P546	P54.6	2	456	-	HEMORR. VAGINALE NEONAT.
P548	P54.8	2	456	-	HEMORR. NEONAT. PREC., NCA
P549	P54.9	2	126	-	HEMORR. NEONAT., SAI 
P590	P59.0	2	821	-	ICTERE NEONAT. ASSOCIE A UN ACCOUCH. AVANT TERME 
P591	P59.1	2	821	-	SYND. DE LA 'BILE EPAISSE' 
P592	P59.2	2	821	-	ICTERE NEONAT. DU A DES LES. HEPATOCELLULAIRES, NCA OU SAI
P593	P59.3	2	821	-	ICTERE NEONAT. DU A DES INHIBITEURS DE LA LACTATION
P700	P70.0	2	688	-	SYND. DE L'ENFANT DONT LA MERE A UN DIABETE DE LA GROSS.
P701	P70.1	2	688	-	SYND. DE L'ENFANT DE MERE DIABETIQUE
P702	P70.2	2	688	-	DIABETE SUCRE NEONAT.
P703	P70.3	2	578	-	HYPOGLYCEMIE NEONAT. IATROGENE
P704	P70.4	2	578	-	HYPOGLYCEMIES NEONAT., NCA 
P708	P70.8	2	410	-	ANOM. TRANSIT. DU METAB. DES GLUCIDES CHEZ LE LE N.N., NCA 
P709	P70.9	2	794	-	ANOM. TRANSIT. DU METAB. DES GLUCIDES CHEZ LE LE N.N., SAI
P710	P71.0	2	154	-	HYPOCALCEMIE DU N.N., DUE AU LAIT DE VACHE 
P711	P71.1	2	154	-	HYPOCALCEMIES DU N.N., NCA
P712	P71.2	2	154	-	HYPOMAGNESEMIE NEONAT.
P713	P71.3	2	154	-	TETANIE NEONAT.
P714	P71.4	2	907	-	HYPOPARATHYROIDIE NEONAT. TRANSIT.
P718	P71.8	2	154	-	ANOM. TRANSIT. DU METAB. DU CALCIUM ET DU MAGNESIUM DU 
P719	P71.9	2	907	-	ANOM. TRANSIT. DU METAB. DU CALCIUM ET DU MAGNESIUM DU 
P741	P74.1	2	121	-	DESHYDRATATION DU N.N. 
P742	P74.2	2	121	-	ANOM. DE L'EQUILIBRE SODIQUE DU N.N. 
P743	P74.3	2	121	-	ANOM. DE L'EQUILIBRE POTASSIQUE DU N.N.
P744	P74.4	2	121	-	ANOM. ELECTROLYTIQUES TRANSIT. DU N.N., NCA 
P745	P74.5	2	121	-	TYROSINEMIE TRANSIT. DU N.N. 
P748	P74.8	2	121	-	ANOM. METAB. TRANSIT. DU N.N., NCA
P783	P78.3	2	574	-	DIARRHEE NEONAT. 
P800	P80.0	2	616	-	SYND. HYPOTHERMIQUE DU N.N.
P808	P80.8	2	616	-	HYPOTHERMIE DU N.N., NCA
P809	P80.9	2	616	-	HYPOTHERMIE DU N.N., SAI
P922	P92.2	2	514	-	ALIMENTATION LENTE DU N.N.
P923	P92.3	2	514	-	SOUS-ALIMENTATION DU N.N. 
P925	P92.5	2	514	-	ALIMENTATION AU SEIN DIFFICILE CHEZ LE N.N. 
Q050	Q05.0	2	584	-	SPINA BIFIDA CERV., AVEC HYDROCEPHALIE
Q051	Q05.1	2	584	-	SPINA BIFIDA THOR., AVEC HYDROCEPHALIE 
Q052	Q05.2	2	584	-	SPINA BIFIDA LOMB., AVEC HYDROCEPHALIE 
Q053	Q05.3	2	584	-	SPINA BIFIDA SACRE, AVEC HYDROCEPHALIE 
Q054	Q05.4	2	584	-	SPINA BIFIDA, AVEC HYDROCEPHALIE, SAI 
Q055	Q05.5	2	584	-	SPINA BIFIDA CERV., SAI
Q056	Q05.6	2	584	-	SPINA BIFIDA THOR., SAI
Q057	Q05.7	2	584	-	SPINA BIFIDA LOMB., SAI
Q058	Q05.8	2	584	-	SPINA BIFIDA SACRE, SAI
Q059	Q05.9	2	584	-	SPINA BIFIDA, SAI
Q060	Q06.0	2	488	-	AMYELIE
Q061	Q06.1	2	488	-	HYPOPLASIE ET DYSPLASIE DE LA MOELLE EP. 
Q062	Q06.2	2	488	-	DIASTEMATOMYELIE 
Q063	Q06.3	2	488	-	MALF. CONG. DE LA QUEUE DE CHEVAL, NCA
Q064	Q06.4	2	488	-	HYDROMYELIE 
Q068	Q06.8	2	488	-	MALF. CONG. PREC. DE LA MOELLE EP., NCA
Q069	Q06.9	2	488	-	MALF. CONG. DE LA MOELLE EP., SAI
Q250	Q25.0	2	472	-	PERMEABILITE DU CANAL ART.
Q282	Q28.2	2	182	-	MALF. ARTERIOVEINEUSE DES VSSX. CEREB.
Q283	Q28.3	2	182	-	MALF. DES VSSX. CEREB., NCA
Q300	Q30.0	2	385	-	ATRESIE DES CHOANES 
Q310	Q31.0	2	215	-	PTERYGION DU LARYNX
Q311	Q31.1	2	215	-	STENOSE SOUS-GLOTTIQUE CONG.
Q312	Q31.2	2	215	-	HYPOPLASIE DU LARYNX 
Q313	Q31.3	2	215	-	LARYNGOCELE 
Q315	Q31.5	2	215	-	LARYNGOMALACIE CONG. 
Q318	Q31.8	2	215	-	MALF. CONG. DU LARYNX, NCA
Q319	Q31.9	2	215	-	MALF. CONG. DU LARYNX, SAI
Q330	Q33.0	2	470	-	POUMON KYSTIQUE CONG. 
Q331	Q33.1	2	470	-	LOBE PULM. SURNUMERAIRE 
Q332	Q33.2	2	470	-	SEQUESTRATION PULM.
Q333	Q33.3	2	470	-	AGENESIE DU POUMON 
Q334	Q33.4	2	490	-	BRONCHECTASIE CONG. 
Q335	Q33.5	2	470	-	TISSU ECTOPIQUE INTRAPULMONAIRE
Q336	Q33.6	2	269	-	HYPOPLASIE ET DYSPLASIE DU POUMON
Q338	Q33.8	2	269	-	MALF. CONG. DU POUMON, NCA 
Q339	Q33.9	2	719	-	MALF. CONG. DU POUMON, SAI
Q340	Q34.0	2	77	-	ANOM. CONG. DE LA PLEVRE 
Q341	Q34.1	2	77	-	KYSTE CONG. DU MEDIASTIN
Q348	Q34.8	2	77	-	MALF. CONG. PREC. DE L'APP. RESP., NCA
Q410	Q41.0	2	733	-	ABSENCE, ATRESIE ET STENOSE CONG. DU DUODENUM
Q411	Q41.1	2	965	-	ABSENCE, ATRESIE ET STENOSE CONG. DU JEJUNUM
Q412	Q41.2	2	965	-	ABSENCE, ATRESIE ET STENOSE CONG. DE L'ILEON 
Q418	Q41.8	2	965	-	ABSENCE, ATRESIE, STENOSE CONG. DE LOC. PREC. DE L'INTEST. 
Q419	Q41.9	2	733	-	ABSENCE, ATRESIE ET STENOSE CONG. DE L'INTESTIN GRELE, 
Q420	Q42.0	2	369	-	ABSENCE, ATRESIE ET STENOSE CONG. DU RECTUM, AVEC 
Q421	Q42.1	2	369	-	ABSENCE, ATRESIE ET STENOSE CONG. DU RECTUM, SAI
Q422	Q42.2	2	369	-	ABSENCE, ATRESIE ET STENOSE CONG. DE L'ANUS, AVEC FISTULE 
Q423	Q42.3	2	369	-	ABSENCE, ATRESIE ET STENOSE CONG. DE L'ANUS, SAI 
Q428	Q42.8	2	369	-	ABSENCE, ATRESIE ET STENOSE CONG. DU COLON, LOC. NCA
Q910	Q91.0	2	208	-	TRISOMIE 18, NON-DISJONCTION MEIOTIQUE 
Q911	Q91.1	2	208	-	TRISOMIE 18, MOSAIQUE CHROMOS.
Q912	Q91.2	2	208	-	TRISOMIE 18, TRANSLOCATION
Q913	Q91.3	2	208	-	SYND. D'EDWARDS, SAI 
Q914	Q91.4	2	208	-	TRISOMIE 13, NON-DISJONCTION MEIOTIQUE 
Q915	Q91.5	2	208	-	TRISOMIE 13, MOSAIQUE CHROMOS.
Q916	Q91.6	2	208	-	TRISOMIE 13, TRANSLOCATION
Q917	Q91.7	2	208	-	SYND. DE PATAU, SAI
R042	R04.2	2	197	-	HEMOPTYSIE
R048	R04.8	2	197	-	HEMORR. D'AUTRES PARTIES DES VOIES RESP. 
R092	R09.2	2	551	-	ARRET RESP. 
R18	R18	2	818	-	ASCITE 
R270	R27.0	2	429	-	ATAXIE, SAI 
R33	R33	2	623	-	RETENTION D'URINE
R34	R34	2	254	-	ANURIE ET OLIGURIE
R400	R40.0	2	82	45	SOMNOLENCE
R410	R41.0	2	597	-	DESORIENTATION, SAI
R440	R44.0	2	398	-	HALLUCINATIONS AUDITIVES 
R441	R44.1	2	107	-	HALLUCINATIONS VISUELLES 
R442	R44.2	2	948	-	HALLUCINATIONS, NCA
R443	R44.3	2	948	-	HALLUCINATIONS, SAI
R4701	R47.01	2	689	-	APHASIE RÉCENTE DURÉE INF À 24 H
R4702	R47.02	2	689	-	APHASIE NCA ET SAI
R4703	R47.03	2	689	-	DYSPHASIE
R471	R47.1	2	114	-	DYSARTHRIE ET ANARTHRIE
R5210	R52.10	2	257	-	DOULEUR NEUROPATHIQUE
R5218	R52.18	2	257	-	DOULEURS CHRON. IRREDUCTIBLES, NCA/SAI
R522	R52.2	2	783	-	DOULEURS CHRON., NCA
R568	R56.8	2	727	-	CONVULSIONS, NCA OU SAI 
R630	R63.0	2	411	-	ANOREXIE 
R634	R63.4	2	446	-	PERTE DE POIDS ANL.
R650	R65.0	2	240	-	SYND. REPONSE INFLAM. SYST. ORIGINE INFECT. SANS 
R652	R65.2	2	252	-	SYND. REPONSE INFLAM. SYST. ORIGINE NON INFECT. SANS 
R659	R65.9	2	570	-	SYND. REPONSE INFLAM. SYST. SAI 
S0200	S02.00	2	313	3	FRAC. FERMEE DE LA VOUTE DU CRANE
S0201	S02.01	2	313	2	FRAC. OUV. DE LA VOUTE DU CRANE 
S0210	S02.10	2	749	2	FRAC. FERMEE DE LA BASE DU CRANE
S0211	S02.11	2	749	2	FRAC. OUV. DE LA BASE DU CRANE
S0230	S02.30	2	401	41	FRAC. FERMEE DU PLANCHER DE L'ORBITE
S0231	S02.31	2	401	41	FRAC. OUV. DU PLANCHER DE L'ORBITE 
S0240	S02.40	2	413	41	FRAC. FERMEE DES OS MALAIRES ET MAXILLAIRES 
S0241	S02.41	2	413	41	FRAC. OUV. DES OS MALAIRES ET MAXILLAIRES 
S0260	S02.60	2	413	41	FRAC. FERMEE DU MAXILLAIRE INF. 
S0261	S02.61	2	413	41	FRAC. OUV. DU MAXILLAIRE INF.
S0270	S02.70	2	313	3	FRAC. FERMEES MULT. DU CRANE ET DES OS DE LA FACE 
S0271	S02.71	2	313	3	FRAC. OUV. MULT. DU CRANE ET DES OS DE LA FACE 
S0280	S02.80	2	313	22	FRAC. FERMEES D'AUTRES OS DU CRANE ET DE LA FACE
S0281	S02.81	2	313	22	FRAC. OUV. D'AUTRES OS DU CRANE ET DE LA FACE 
S030	S03.0	2	87	41	LUX. DE LA MACHOIRE
S034	S03.4	2	87	41	ENTORSE DE LA MACHOIRE
S052	S05.2	2	148	6	LACERATION ET RUPTURE OCULAIRES AVEC ISSUE DE TISSU 
S053	S05.3	2	148	6	LACERATION OCULAIRE 
S054	S05.4	2	148	6	PLAIE PENETRANTE DE L'ORBITE, AVEC OU SANS C.E.
S055	S05.5	2	148	6	PLAIE PENETRANTE DU GLOBE OCULAIRE, AVEC C.E.
S056	S05.6	2	148	6	PLAIE PENETRANTE DU GLOBE OCULAIRE, SAI
S057	S05.7	2	148	6	ARRACHEMENT DE L'OEIL
S061	S06.1	2	331	2	OEDEME CEREB. TRAUMA.
S0610	S06.10	2	331	2	OEDEME CEREB. TRAUMA., SANS PLAIE INTRACRAN. 
S0611	S06.11	2	331	2	OEDEME CEREB. TRAUMA., AVEC PLAIE INTRACRAN. 
S068	S06.8	2	953	2	LES. TRAUMA. INTRACRAN., NCA
S0680	S06.80	2	953	2	LES. TRAUMA. INTRACRAN. NCA, SANS PLAIE INTRACRAN.
S0681	S06.81	2	953	2	LES. TRAUMA. INTRACRAN. NCA, AVEC PLAIE INTRACRAN.
S1220	S12.20	2	218	22	FRAC. FERMEE D'AUTRES VERTEB. CERV. PREC.
S1221	S12.21	2	218	22	FRAC. OUV. D'AUTRES VERTEB. CERV. PREC. 
S1280	S12.80	2	220	22	FRAC. FERMEE D'AUTRES PARTIES DU COU
S1281	S12.81	2	220	22	FRAC. OUV. D'AUTRES PARTIES DU COU 
S1290	S12.90	2	347	22	FRAC. FERMEE DU COU, PARTIE SAI
S1291	S12.91	2	347	22	FRAC. OUV. DU COU, PARTIE SAI
S130	S13.0	2	1012	22	RUPTURE TRAUMA. D'UN DISQUE INTERVERTEB. CERV.
S131	S13.1	2	1012	22	LUX. D'UNE VERTEB. CERV. 
S132	S13.2	2	1012	22	LUX. DE PARTIES NCA OU SAI DU COU
S133	S13.3	2	1012	22	LUX. MULT. DU COU
S143	S14.3	2	988	41	LES. TRAUMA. DU PLEXUS BRACHIAL
S150	S15.0	2	436	41	LES. TRAUMA. DE LA CAROTIDE 
S151	S15.1	2	436	41	LES. TRAUMA. DE L'ART. VERTEB.
S153	S15.3	2	436	41	LES. TRAUMA. DE LA VEINE JUGULAIRE INT.
S157	S15.7	2	436	41	LES. TRAUMA. DE MULT. VSSX. SANG. NIV. COU
S170	S17.0	2	88	41	ECRAS. DU LARYNX ET DE LA TRACHEE
S178	S17.8	2	872	41	ECRAS. D'AUTRES PARTIES DU COU
S179	S17.9	2	88	41	ECRAS. DU COU, PARTIE SAI
S2220	S22.20	2	508	41	FRAC. FERMEE DU STERNUM 
S2230	S22.30	2	508	41	FRAC. FERMEE DE COTE 
S2231	S22.31	2	508	41	FRAC. OUV. DE COTE
S2240	S22.40	2	508	41	FRAC. FERMEES MULT. DE COTES
S2241	S22.41	2	508	41	FRAC. OUV. MULT. DE COTES 
S250	S25.0	2	1014	41	LES. TRAUMA. DE L'AORT. THOR. 
S251	S25.1	2	540	41	LES. TRAUMA. DE L'ART. INNOMINEE OU SOUS-CLAVIERE
S252	S25.2	2	540	41	LES. TRAUMA. DE LA VEINE CAVE SUP.
S253	S25.3	2	540	41	LES. TRAUMA. DE LA VEINE INNOMINEE OU SOUS-CLAVIERE
S254	S25.4	2	540	41	LES. TRAUMA. DE VSSX. SANG. DU POUMON
S257	S25.7	2	540	41	LES. TRAUMA. DE MULT. VSSX. SANG. DU THOR.
S2580	S25.80	2	540	41	LES. TRAUMA. DE LA VEINE AZYGOS
S260	S26.0	2	649	41	LES. TRAUMA. DU COEUR AVEC HEMOPERICARDE 
S2600	S26.00	2	649	41	LES. TRAUMA. DU COEUR AVEC HEMOPERICARDE, SANS PLAIE 
S2601	S26.01	2	649	41	LES. TRAUMA. DU COEUR AVEC HEMOPERICARDE ET PLAIE 
S268	S26.8	2	649	41	LES. TRAUMA. DU COEUR, NCA
S2680	S26.80	2	649	41	LES. TRAUMA. DU COEUR NCA, SANS PLAIE INTRATHOR. 
S2681	S26.81	2	649	41	LES. TRAUMA. DU COEUR NCA, AVEC PLAIE INTRATHOR. 
S269	S26.9	2	649	41	LES. TRAUMA. DU COEUR, SAI
S2690	S26.90	2	649	41	LES. TRAUMA. DU COEUR SAI, SANS PLAIE INTRATHOR. 
S2691	S26.91	2	649	41	LES. TRAUMA. DU COEUR SAI, AVEC PLAIE INTRATHOR. 
S270	S27.0	2	591	41	PNEUMOTHORAX TRAUMA.
S2700	S27.00	2	591	41	PNEUMOTHORAX TRAUMA., SANS PLAIE INTRATHOR. 
S2701	S27.01	2	591	41	PNEUMOTHORAX TRAUMA., AVEC PLAIE INTRATHOR. 
S273	S27.3	2	591	41	LES. TRAUMA. DU POUMON, NCA 
S2730	S27.30	2	591	41	LES. TRAUMA. DU POUMON NCA, SANS PLAIE INTRATHOR. 
S2731	S27.31	2	591	41	LES. TRAUMA. DU POUMON NCA, AVEC PLAIE INTRATHOR. 
S274	S27.4	2	591	41	LES. TRAUMA. DES BRONCHES
